timestamp [ms],sats,lat,lon,alt
2950417,12,32.943436,-106.91378,1392.4
2950527,12,32.943436,-106.91378,1392.5
2950637,12,32.943436,-106.91378,1392.5
2950747,12,32.943436,-106.91378,1392.6
2950857,12,32.943436,-106.91378,1392.5
2950967,12,32.943436,-106.91378,1392.5
2951187,12,32.943436,-106.91378,1392.5
2951297,12,32.943436,-106.91378,1392.5
2951407,12,32.943436,-106.91378,1392.5
2951517,12,32.943436,-106.91378,1392.5
2951627,12,32.943436,-106.91378,1392.6
2951737,12,32.943436,-106.91378,1392.6
2951847,12,32.943436,-106.91378,1392.6
2951957,12,32.943436,-106.91378,1392.6
2952067,12,32.943436,-106.91378,1392.7
2952177,12,32.943436,-106.91378,1392.7
2952287,12,32.943436,-106.91378,1392.7
2952397,12,32.943436,-106.91378,1392.5
2952507,12,32.943436,-106.91378,1392.5
2952617,12,32.943436,-106.91378,1392.5
2952727,12,32.943436,-106.913788,1392.3
2952837,12,32.943436,-106.913788,1392.1
2952947,12,32.943436,-106.913788,1392
2953057,12,32.943436,-106.913788,1391.9
2953167,12,32.943436,-106.913788,1391.9
2953277,12,32.943436,-106.913788,1391.9
2953387,12,32.943436,-106.913788,1391.9
2953497,12,32.943436,-106.913788,1391.9
2953607,12,32.943436,-106.913788,1391.9
2953717,12,32.943436,-106.913788,1391.9
2953937,12,32.943436,-106.913788,1391.9
2954047,12,32.943436,-106.913788,1391.9
2954157,12,32.943436,-106.913788,1391.9
2954267,12,32.943436,-106.913788,1391.9
2954377,12,32.943436,-106.913788,1391.9
2954487,12,32.943436,-106.913788,1391.9
2954597,12,32.943436,-106.913788,1391.9
2954707,12,32.943436,-106.913788,1391.9
2954817,12,32.943436,-106.913788,1391.9
2954927,12,32.943436,-106.913788,1391.9
2955147,12,32.943436,-106.913788,1391.9
2955257,12,32.943436,-106.913788,1391.9
2955367,12,32.943436,-106.913788,1391.9
2955477,12,32.943436,-106.913788,1391.9
2955587,1,3528.71875,0,0.63
2955697,12,32.943436,-106.913788,1391.8
2955807,12,32.943436,-106.913788,1391.8
2955917,12,32.943436,-106.913788,1391.8
2956027,12,32.943436,-106.913788,1391.9
2956137,12,32.943436,-106.913788,1391.9
2956247,12,32.943436,-106.913788,1391.9
2956357,12,32.943436,-106.913788,1391.8
2956467,12,32.943436,-106.913788,1391.9
2956577,12,32.943436,-106.913788,1391.9
2956687,12,32.943436,-106.913788,1391.9
2956797,12,32.943436,-106.913788,1391.9
2956907,12,32.943436,-106.913788,1391.9
2957127,12,32.943436,-106.913788,1391.8
2957237,12,32.943436,-106.913788,1391.8
2957347,12,32.943436,-106.913788,1391.8
2957457,12,32.943436,-106.913788,1391.9
2957567,12,32.943432,-106.913788,1391.9
2957677,12,32.943432,-106.913788,1392
2957787,12,32.943432,-106.913788,1392
2957897,12,32.943432,-106.913788,1392
2958007,12,32.943432,-106.913788,1392
2958117,12,32.943432,-106.913788,1392
2958227,12,32.943432,-106.913788,1392
2958337,12,32.943432,-106.913788,1392
2958557,12,32.943432,-106.913788,1392
2958667,12,32.943432,-106.913788,1391.9
2958777,12,32.943432,-106.913788,1391.9
2958887,12,32.943432,-106.913788,1391.9
2958997,12,32.943432,-106.913788,1391.9
2959107,12,32.943432,-106.913788,1391.9
2959217,12,32.943432,-106.913788,1391.9
2959327,12,32.943432,-106.913788,1391.9
2959437,12,32.943432,-106.913788,1391.9
2959547,12,32.943432,-106.913788,1391.9
2959657,12,32.943432,-106.913788,1392
2959767,12,32.943432,-106.913788,1392
2959877,12,32.943432,-106.913788,1392
2959987,12,32.943432,-106.913788,1392
2960097,12,32.943432,-106.913788,1392
2960207,12,32.943432,-106.913788,1392.1
2960317,12,32.943432,-106.913788,1392.1
2960427,12,32.943432,-106.913788,1392
2960537,12,32.943432,-106.913788,1392
2960647,12,32.943432,-106.913788,1392
2960757,12,32.943432,-106.913788,1392
2960977,12,32.943432,-106.913788,1392
2961197,12,32.943432,-106.913788,1392
2961307,12,32.943432,-106.913788,1392
2961417,12,32.943432,-106.913788,1392
2961527,12,32.943432,-106.913788,1392
2961747,12,32.943432,-106.913788,1391.9
2961967,12,32.943432,-106.913788,1391.9
2962077,12,32.943432,-106.913788,1391.9
2962187,12,32.943432,-106.913788,1391.9
2962297,12,32.943432,-106.913788,1391.9
2962407,12,32.943432,-106.913788,1391.9
2962517,12,32.943432,-106.913788,1391.9
2962627,12,32.943432,-106.913788,1391.9
2962737,12,32.943432,-106.913788,1391.9
2962847,12,32.943432,-106.913788,1391.9
2962957,12,32.943432,-106.913788,1391.9
2963067,12,32.943432,-106.913788,1391.9
2963177,12,32.943432,-106.913788,1391.9
2963287,12,32.943432,-106.913788,1391.9
2963397,12,32.943432,-106.913788,1391.9
2963507,12,32.943432,-106.913788,1391.9
2963617,12,32.943432,-106.913788,1391.9
2963727,12,32.943432,-106.913788,1392
2963837,12,32.943432,-106.913788,1392
2963947,12,32.943432,-106.913788,1392.2
2964057,12,32.943432,-106.913788,1392.2
2964167,12,32.943432,-106.913788,1392.2
2964277,12,32.943432,-106.913788,1392.2
2964387,12,32.943432,-106.913788,1392.2
2964497,12,32.943432,-106.913788,1392.2
2964607,12,32.943432,-106.913788,1392.2
2964717,12,32.943432,-106.913788,1392.2
2964827,12,32.943432,-106.913788,1392.3
2964937,12,32.943432,-106.913788,1392.3
2965047,12,32.943432,-106.913788,1392.3
2965157,12,32.943432,-106.913788,1392.4
2965267,12,32.943432,-106.913788,1392.4
2965377,12,32.943432,-106.913788,1392.4
2965487,12,32.943428,-106.913788,1392.5
2965597,12,32.943428,-106.913788,1392.5
2965707,12,32.943428,-106.913788,1392.5
2965817,12,32.943428,-106.913788,1392.5
2965927,12,32.943428,-106.913788,1392.5
2966037,12,32.943428,-106.913788,1392.5
2966147,12,32.943428,-106.913788,1392.5
2966257,12,32.943428,-106.913788,1392.5
2966477,12,32.943428,-106.913788,1392.5
2966587,12,32.943428,-106.913788,1392.5
2966697,12,32.943428,-106.913788,1392.5
2966807,12,32.943428,-106.913788,1392.5
2966917,12,32.943428,-106.913788,1392.5
2967027,12,32.943428,-106.913788,1392.5
2967137,12,32.943428,-106.913788,1392.5
2967247,12,32.943428,-106.913788,1392.6
2967467,12,32.943428,-106.913788,1392.6
2967577,12,32.943428,-106.913788,1392.6
2967687,12,32.943428,-106.913788,1392.5
2967797,12,32.943428,-106.913788,1392.5
2967907,12,32.943428,-106.913788,1392.5
2968017,12,32.943428,-106.913788,1392.5
2968127,12,32.943428,-106.913788,1392.5
2968237,12,32.943428,-106.913788,1392.5
2968347,12,32.943428,-106.913788,1392.5
2968457,12,32.943428,-106.913788,1392.5
2968567,12,32.943428,-106.913788,1392.5
2968787,12,32.943428,-106.913788,1392.5
2968897,12,32.943428,-106.913788,1392.5
2969007,12,32.943428,-106.913788,1392.5
2969117,12,32.943428,-106.913788,1392.6
2969227,12,32.943428,-106.913788,1392.6
2969337,12,32.943428,-106.913788,1392.6
2969447,12,32.943428,-106.913788,1392.6
2969557,12,32.943428,-106.913788,1392.6
2969667,12,32.943428,-106.913788,1392.6
2969777,12,32.943428,-106.913788,1392.6
2969887,12,32.943428,-106.913788,1392.7
2969997,12,32.943428,-106.913788,1392.7
2970107,12,32.943428,-106.913788,1392.7
2970217,12,32.943428,-106.913788,1392.7
2970327,12,32.943428,-106.913788,1392.7
2970437,12,32.943428,-106.913788,1392.7
2970547,12,32.943428,-106.913788,1392.7
2970657,12,32.943428,-106.913788,1392.7
2970767,12,32.943428,-106.913788,1392.7
2970877,12,32.943428,-106.913788,1392.6
2970987,12,32.943428,-106.913788,1392.6
2971097,12,32.943428,-106.913788,1392.5
2971207,12,32.943428,-106.913788,1392.6
2971427,12,32.943428,-106.913788,1392.5
2971537,12,32.943428,-106.913788,1392.5
2971647,12,32.943428,-106.913788,1392.5
2971757,12,32.943428,-106.913788,1392.5
2971867,12,32.943428,-106.913788,1392.5
2971977,12,32.943428,-106.913788,1392.5
2972087,12,32.943428,-106.913788,1392.5
2972197,12,32.943428,-106.913788,1392.5
2972307,12,32.943428,-106.913788,1392.5
2972417,12,32.943428,-106.913788,1392.5
2972527,12,32.943428,-106.913788,1392.6
2972637,12,32.943428,-106.913788,1392.7
2972747,12,32.943428,-106.913788,1392.8
2972857,12,32.943428,-106.913788,1392.7
2972967,12,32.943428,-106.913788,1392.5
2973077,12,32.943428,-106.913788,1392.5
2973297,12,32.943428,-106.913788,1392.5
2973407,12,32.943428,-106.913788,1392.6
2973517,12,32.943428,-106.913788,1392.6
2973627,12,32.943428,-106.913788,1392.6
2973737,12,32.943428,-106.913788,1392.6
2973847,12,32.943428,-106.913788,1392.6
2973957,12,32.943428,-106.913788,1392.6
2974067,12,32.943428,-106.913788,1392.5
2974177,12,32.943428,-106.913788,1392.4
2974287,12,32.943428,-106.913788,1392.4
2974397,12,32.943428,-106.913788,1392.4
2974507,12,32.943428,-106.913788,1392.4
2974617,12,32.943428,-106.913788,1392.4
2974727,12,32.943428,-106.913788,1392.4
2974837,12,32.943428,-106.913788,1392.5
2974947,12,32.943428,-106.913788,1392.5
2975057,12,32.943428,-106.913788,1392.5
2975167,12,32.943428,-106.913788,1392.5
2975277,12,32.943428,-106.913788,1392.5
2975387,12,32.943428,-106.913788,1392.6
2975607,12,32.943428,-106.913788,1393
2975717,12,32.943428,-106.913788,1393
2975827,12,32.943428,-106.913788,1393
2975937,12,32.943428,-106.913788,1393.1
2976047,12,32.943428,-106.913788,1393.1
2976157,12,32.943428,-106.913788,1393.2
2976267,12,32.943428,-106.913788,1393.2
2976487,12,32.943428,-106.913788,1393.1
2976597,12,32.943428,-106.913788,1393.1
2976707,12,32.943428,-106.913788,1393.1
2976817,12,32.943428,-106.913788,1393.1
2976927,12,32.943428,-106.913788,1393
2977037,12,32.943428,-106.91378,1393
2977147,12,32.943428,-106.91378,1393
2977257,12,32.943428,-106.91378,1393
2977367,12,32.943428,-106.91378,1393
2977477,12,32.943428,-106.913788,1393
2977587,12,32.943428,-106.913788,1393
2977807,12,32.943428,-106.913788,1393
2977917,12,32.943428,-106.913788,1392.9
2978027,12,32.943428,-106.913788,1393
2978137,12,32.943428,-106.913788,1393
2978247,12,32.943428,-106.913788,1392.9
2978357,12,32.943428,-106.913788,1392.9
2978467,12,32.943428,-106.913788,1392.9
2978577,12,32.943428,-106.913788,1392.9
2978687,12,32.943428,-106.913788,1392.9
2978797,12,32.943428,-106.913788,1392.9
2978907,12,32.943428,-106.913788,1392.9
2979017,12,32.943428,-106.913788,1392.8
2979127,12,32.943428,-106.913788,1392.8
2979237,12,32.943428,-106.913788,1392.8
2979347,12,32.943428,-106.913788,1392.8
2979457,12,32.943428,-106.913788,1392.8
2979567,12,32.943428,-106.913788,1392.8
2979677,12,32.943428,-106.913788,1392.8
2979787,12,32.943428,-106.913788,1392.7
2979897,12,32.943428,-106.913788,1392.7
2980007,12,32.943428,-106.913788,1392.8
2980117,12,32.943428,-106.913788,1392.7
2980227,12,32.943428,-106.913788,1392.7
2980337,12,32.943428,-106.913788,1392.7
2980447,12,32.943428,-106.913788,1392.6
2980557,12,32.943428,-106.913788,1392.6
2980667,12,32.943428,-106.913788,1392.4
2980777,12,32.943428,-106.913788,1392.4
2980887,12,32.943428,-106.913788,1392.5
2980997,12,32.943428,-106.913788,1392.5
2981217,12,32.943428,-106.913788,1392.7
2981327,12,32.943428,-106.91378,1392.7
2981437,12,32.943424,-106.91378,1392.8
2981547,12,32.943424,-106.91378,1392.8
2981657,12,32.943424,-106.91378,1392.7
2981767,12,32.943424,-106.91378,1392.7
2981877,12,32.943424,-106.91378,1392.7
2981987,12,32.943424,-106.91378,1392.7
2982097,12,32.943424,-106.91378,1392.7
2982207,12,32.943424,-106.91378,1392.7
2982427,12,32.943424,-106.91378,1392.6
2982537,12,32.943424,-106.91378,1392.6
2982647,12,32.943424,-106.91378,1392.6
2982757,12,32.943424,-106.91378,1392.5
2982867,12,32.943424,-106.91378,1392.6
2982977,12,32.943424,-106.91378,1392.5
2983087,12,32.943424,-106.91378,1392.5
2983197,12,32.943424,-106.91378,1392.5
2983307,12,32.943424,-106.91378,1392.5
2983417,12,32.943424,-106.91378,1392.5
2983527,12,32.943424,-106.91378,1392.4
2983637,12,32.943424,-106.91378,1392.4
2983747,12,32.943424,-106.91378,1392.4
2983857,12,32.943424,-106.91378,1392.4
2984077,12,32.943424,-106.91378,1392.4
2984187,12,32.943424,-106.91378,1392.3
2984297,12,32.943424,-106.91378,1392.3
2984407,12,32.943424,-106.91378,1392.3
2984517,12,32.943424,-106.91378,1392.3
2984627,12,32.943424,-106.91378,1392.3
2984737,12,32.943424,-106.91378,1392.3
2984847,12,32.943424,-106.91378,1392.3
2984957,12,32.943424,-106.91378,1392.3
2985067,12,32.943424,-106.91378,1392.2
2985177,12,32.943424,-106.91378,1392.3
2985287,12,32.943424,-106.91378,1392.3
2985397,12,32.943424,-106.91378,1392.2
2985507,12,32.943424,-106.91378,1392.2
2985617,12,32.943424,-106.91378,1392.2
2985727,12,32.943424,-106.91378,1392.2
2985837,12,32.943424,-106.91378,1392.2
2985947,12,32.943424,-106.91378,1392.2
2986057,12,32.943424,-106.91378,1392.2
2986167,12,32.943424,-106.91378,1392.2
2986277,12,32.943424,-106.91378,1392.2
2986387,12,32.943424,-106.91378,1392.2
2986497,12,32.943424,-106.91378,1392.2
2986607,12,32.943424,-106.91378,1392.2
2986717,12,32.943424,-106.91378,1392.2
2986937,12,32.943424,-106.91378,1392.2
2987047,12,32.943424,-106.91378,1392.2
2987157,12,32.943424,-106.91378,1392.2
2987267,12,32.943424,-106.91378,1392.2
2987377,12,32.943424,-106.91378,1392.2
2987487,12,32.943424,-106.91378,1392.2
2987597,12,32.943424,-106.91378,1392.2
2987707,12,32.943424,-106.91378,1392.2
2987817,12,32.943424,-106.91378,1392.2
2987927,12,32.943424,-106.91378,1392.3
2988037,12,32.943424,-106.91378,1392.4
2988147,12,32.943424,-106.91378,1392.3
2988257,12,32.943424,-106.91378,1392.3
2988367,12,32.943424,-106.91378,1392.3
2988477,12,32.943424,-106.91378,1392.3
2988587,12,32.943424,-106.91378,1392.3
2988697,12,32.943424,-106.91378,1392.3
2988807,12,32.943424,-106.91378,1392.3
2988917,12,32.943424,-106.91378,1392.3
2989027,12,32.943424,-106.91378,1392.3
2989137,12,32.943424,-106.91378,1392.3
2989247,12,32.943424,-106.91378,1392.2
2989357,12,32.943424,-106.91378,1392.2
2989467,12,32.943424,-106.91378,1392.2
2989577,12,32.943424,-106.91378,1392.2
2989687,12,32.943424,-106.91378,1392.1
2989797,12,32.943424,-106.91378,1392.1
2989907,12,32.943424,-106.91378,1392.1
2990017,12,32.943424,-106.91378,1392.1
2990127,12,32.943424,-106.91378,1392.1
2990237,12,32.943424,-106.91378,1392.1
2990347,12,32.943424,-106.91378,1392.1
2990457,12,32.943424,-106.91378,1392.1
2990567,12,32.943424,-106.91378,1392
2990677,12,32.943424,-106.91378,1392
2990787,12,32.943424,-106.91378,1392
2990897,12,32.943424,-106.91378,1392
2991007,12,32.943424,-106.91378,1392
2991117,12,32.943424,-106.91378,1392
2991227,12,32.943424,-106.91378,1391.9
2991337,12,32.943424,-106.91378,1391.9
2991557,12,32.943424,-106.91378,1391.9
2991667,12,32.943424,-106.91378,1391.9
2991777,12,32.943424,-106.91378,1391.9
2991887,12,32.943424,-106.91378,1391.9
2991997,12,32.943424,-106.91378,1391.9
2992107,12,32.943424,-106.91378,1391.9
2992217,12,32.943424,-106.91378,1391.9
2992327,12,32.943424,-106.91378,1391.8
2992437,12,32.943424,-106.91378,1391.8
2992547,12,32.943424,-106.91378,1391.8
2992657,12,32.943424,-106.91378,1391.8
2992767,12,32.943424,-106.91378,1391.8
2992877,12,32.943424,-106.91378,1391.8
2992987,12,32.943424,-106.91378,1391.7
2993097,12,32.943424,-106.91378,1391.5
2993207,12,32.943424,-106.91378,1391.4
2993317,12,32.943424,-106.91378,1391.4
2993427,12,32.943424,-106.91378,1391.5
2993537,12,32.943424,-106.91378,1391.6
2993647,12,32.943424,-106.91378,1391.6
2993757,12,32.943424,-106.91378,1391.6
2993867,12,32.943424,-106.91378,1391.6
2993977,12,32.943424,-106.91378,1391.6
2994087,12,32.943424,-106.91378,1391.6
2994197,12,32.943424,-106.91378,1391.6
2994307,12,32.943424,-106.91378,1391.6
2994417,12,32.943424,-106.91378,1391.6
2994527,12,32.943424,-106.91378,1391.6
2994637,12,32.943424,-106.91378,1391.6
2994747,12,32.943424,-106.91378,1391.5
2994857,12,32.943424,-106.91378,1391.5
2994967,12,32.943424,-106.91378,1391.5
2995077,12,32.943428,-106.91378,1391.5
2995187,12,32.943428,-106.91378,1391.5
2995297,12,32.943428,-106.91378,1391.5
2995407,12,32.943424,-106.91378,1391.5
2995517,12,32.943428,-106.91378,1391.6
2995627,12,32.943428,-106.91378,1391.5
2995737,12,32.943428,-106.91378,1391.3
2995847,12,32.943428,-106.91378,1391.2
2996067,12,32.943432,-106.91378,1391.3
2996177,12,32.943432,-106.91378,1391.3
2996287,12,32.943432,-106.91378,1391.3
2996397,12,32.943432,-106.91378,1391.4
2996507,12,32.943432,-106.91378,1391.4
2996617,12,32.943432,-106.91378,1391.4
2996727,12,32.943432,-106.91378,1391.4
2996837,12,32.943432,-106.91378,1391.4
2996947,12,32.943432,-106.91378,1391.4
2997057,12,32.943432,-106.91378,1391.4
2997167,12,32.943432,-106.91378,1391.4
2997277,12,32.943428,-106.91378,1391.3
2997387,12,32.943428,-106.91378,1391.2
2997497,12,32.943428,-106.91378,1391.2
2997607,12,32.943428,-106.91378,1391.1
2997717,12,32.943428,-106.91378,1391
2997827,12,32.943428,-106.91378,1391
2997937,12,32.943428,-106.91378,1391
2998047,12,32.943428,-106.91378,1391
2998157,12,32.943428,-106.91378,1391
2998377,12,32.943428,-106.91378,1391
2998487,12,32.943428,-106.91378,1391
2998597,12,32.943428,-106.91378,1391
2998707,12,32.943428,-106.91378,1391
2998817,12,32.943428,-106.91378,1390.9
2998927,12,32.943428,-106.91378,1390.9
2999037,12,32.943428,-106.91378,1390.9
2999147,12,32.943428,-106.91378,1390.9
2999257,12,32.943428,-106.91378,1390.9
2999367,12,32.943428,-106.91378,1390.9
2999477,12,32.943428,-106.91378,1390.9
2999587,12,32.943428,-106.91378,1390.9
2999697,12,32.943428,-106.91378,1390.8
2999807,12,32.943428,-106.91378,1390.8
2999917,12,32.943428,-106.91378,1390.7
3000027,12,32.943428,-106.91378,1390.6
3000137,12,32.943428,-106.91378,1390.7
3000247,12,32.943428,-106.91378,1390.8
3000357,12,32.943428,-106.91378,1390.8
3000467,12,32.943428,-106.91378,1390.8
3000577,12,32.943428,-106.91378,1390.9
3000687,12,32.943428,-106.91378,1390.9
3000797,12,32.943428,-106.91378,1390.9
3000907,12,32.943428,-106.91378,1390.9
3001017,12,32.943428,-106.91378,1390.9
3001127,12,32.943428,-106.91378,1390.8
3001237,12,32.943428,-106.91378,1390.8
3001347,12,32.943424,-106.91378,1390.8
3001457,12,32.943424,-106.91378,1390.7
3001567,12,32.943424,-106.91378,1390.7
3001677,12,32.943424,-106.91378,1390.7
3001787,12,32.943428,-106.91378,1390.7
3001897,12,32.943428,-106.91378,1390.8
3002007,12,32.943428,-106.91378,1390.8
3002117,12,32.943428,-106.91378,1390.6
3002227,12,32.943428,-106.91378,1390.6
3002337,12,32.943424,-106.91378,1390.6
3002447,12,32.943428,-106.91378,1390.7
3002557,12,32.943428,-106.91378,1390.7
3002667,12,32.943428,-106.91378,1390.8
3002887,12,32.943428,-106.91378,1390.9
3002997,12,32.943428,-106.91378,1390.9
3003107,12,32.943428,-106.91378,1390.9
3003217,12,32.943424,-106.91378,1390.9
3003327,12,32.943424,-106.91378,1390.8
3003437,12,32.943424,-106.91378,1390.8
3003547,12,32.943424,-106.91378,1390.8
3003657,12,32.943424,-106.91378,1390.8
3003767,12,32.943424,-106.91378,1390.8
3003877,12,32.943424,-106.91378,1390.8
3003987,12,32.943424,-106.91378,1390.8
3004097,12,32.943424,-106.91378,1390.7
3004207,12,32.943424,-106.91378,1390.7
3004317,12,32.943424,-106.91378,1390.6
3004427,12,32.943424,-106.91378,1390.6
3004537,12,32.943424,-106.91378,1390.6
3004647,12,32.943424,-106.91378,1390.6
3004757,12,32.943424,-106.91378,1390.6
3004867,12,32.943424,-106.91378,1390.5
3004977,12,32.943424,-106.91378,1390.5
3005197,12,32.943424,-106.91378,1390.5
3005307,12,32.943424,-106.91378,1390.6
3005417,12,32.943424,-106.91378,1390.6
3005527,12,32.943424,-106.91378,1390.6
3005637,12,32.943424,-106.91378,1390.6
3005747,12,32.943424,-106.91378,1390.7
3005857,12,32.943424,-106.91378,1390.7
3005967,12,32.943424,-106.91378,1390.7
3006077,12,32.943424,-106.91378,1390.7
3006187,12,32.943424,-106.91378,1390.7
3006297,12,32.943424,-106.91378,1390.8
3006407,12,32.943424,-106.91378,1390.8
3006517,12,32.943424,-106.91378,1390.8
3006627,12,32.943424,-106.91378,1390.8
3006737,12,32.943424,-106.91378,1390.7
3006847,12,32.943424,-106.91378,1390.7
3006957,12,32.943424,-106.913788,1390.7
3007067,12,32.943424,-106.913788,1390.7
3007177,12,32.943424,-106.913788,1390.7
3007397,12,32.943424,-106.913788,1390.7
3007507,12,32.943424,-106.913788,1390.7
3007617,12,32.943424,-106.913788,1390.7
3007727,12,32.943424,-106.913788,1390.6
3007837,12,32.943424,-106.913788,1390.5
3007947,12,32.943424,-106.913788,1390.4
3008057,12,32.943424,-106.913788,1390.4
3008167,12,32.943424,-106.913788,1390.4
